colour	fill	x	y	group	showSelected1
#FD1700	#FD1700	295.689655172414	442.534263760479	1	9
#FD1700	#FD1700	299.098892558038	441.426535384756	1	9
#FD1700	#FD1700	302.663939606681	441.80123692849	1	9
#FD1700	#FD1700	305.768367296197	443.593579090712	1	9
#FD1700	#FD1700	307.875391876229	446.493649628657	1	9
#FD1700	#FD1700	308.620689655172	450	1	9
#FD1A00	#FD1A00	308.620689655172	450	1	10
#FD1A00	#FD1A00	307.875391876229	453.506350371343	1	10
#FD1A00	#FD1A00	305.768367296197	456.406420909288	1	10
#FD1A00	#FD1A00	302.663939606681	458.19876307151	1	10
#FD1A00	#FD1A00	299.098892558038	458.573464615244	1	10
#FD1A00	#FD1A00	295.689655172414	457.465736239521	1	10
#FD1A00	#FD1A00	293.025715565733	455.067114243901	1	10
#FD1A00	#FD1A00	291.567693097122	451.792342162222	1	10
#FD1A00	#FD1A00	291.567693097122	448.207657837778	1	10
#FD1A00	#FD1A00	293.025715565733	444.932885756099	1	10
#FD1A00	#FD1A00	295.689655172414	442.534263760479	1	10
#FD1A00	#FD1A00	299.098892558038	441.426535384756	1	10
#FD1A00	#FD1A00	302.663939606681	441.80123692849	1	10
#FD1A00	#FD1A00	305.768367296197	443.593579090712	1	10
#FD1A00	#FD1A00	307.875391876229	446.493649628657	1	10
#FD1A00	#FD1A00	308.620689655172	450	1	10
#FC1D00	#FC1D00	308.620689655172	450	1	11
#FC1D00	#FC1D00	307.875391876229	453.506350371343	1	11
#FC1D00	#FC1D00	305.768367296197	456.406420909288	1	11
#FC1D00	#FC1D00	302.663939606681	458.19876307151	1	11
#FC1D00	#FC1D00	299.098892558038	458.573464615244	1	11
#FC1D00	#FC1D00	295.689655172414	457.465736239521	1	11
#FC1D00	#FC1D00	293.025715565733	455.067114243901	1	11
#FC1D00	#FC1D00	291.567693097122	451.792342162222	1	11
#FC1D00	#FC1D00	291.567693097122	448.207657837778	1	11
#FC1D00	#FC1D00	293.025715565733	444.932885756099	1	11
#FC1D00	#FC1D00	295.689655172414	442.534263760479	1	11
#FC1D00	#FC1D00	299.098892558038	441.426535384756	1	11
#FC1D00	#FC1D00	302.663939606681	441.80123692849	1	11
#FC1D00	#FC1D00	305.768367296197	443.593579090712	1	11
#FC1D00	#FC1D00	307.875391876229	446.493649628657	1	11
#FC1D00	#FC1D00	308.620689655172	450	1	11
#FC1F00	#FC1F00	308.620689655172	450	1	12
#FC1F00	#FC1F00	307.875391876229	453.506350371343	1	12
#FC1F00	#FC1F00	305.768367296197	456.406420909288	1	12
#FC1F00	#FC1F00	302.663939606681	458.19876307151	1	12
#FC1F00	#FC1F00	299.098892558038	458.573464615244	1	12
#FC1F00	#FC1F00	295.689655172414	457.465736239521	1	12
#FC1F00	#FC1F00	293.025715565733	455.067114243901	1	12
#FC1F00	#FC1F00	291.567693097122	451.792342162222	1	12
#FC1F00	#FC1F00	291.567693097122	448.207657837778	1	12
#FC1F00	#FC1F00	293.025715565733	444.932885756099	1	12
#FC1F00	#FC1F00	295.689655172414	442.534263760479	1	12
#FC1F00	#FC1F00	299.098892558038	441.426535384756	1	12
#FC1F00	#FC1F00	302.663939606681	441.80123692849	1	12
#FC1F00	#FC1F00	305.768367296197	443.593579090712	1	12
#FC1F00	#FC1F00	307.875391876229	446.493649628657	1	12
#FC1F00	#FC1F00	308.620689655172	450	1	12
#FC2200	#FC2200	308.620689655172	450	1	13
#FC2200	#FC2200	307.875391876229	453.506350371343	1	13
#FC2200	#FC2200	305.768367296197	456.406420909288	1	13
#FC2200	#FC2200	302.663939606681	458.19876307151	1	13
#FC2200	#FC2200	299.098892558038	458.573464615244	1	13
#FC2200	#FC2200	295.689655172414	457.465736239521	1	13
#FC2200	#FC2200	293.025715565733	455.067114243901	1	13
#FC2200	#FC2200	291.567693097122	451.792342162222	1	13
#FC2200	#FC2200	291.567693097122	448.207657837778	1	13
#FC2200	#FC2200	293.025715565733	444.932885756099	1	13
#FC2200	#FC2200	295.689655172414	442.534263760479	1	13
#FC2200	#FC2200	299.098892558038	441.426535384756	1	13
#FC2200	#FC2200	302.663939606681	441.80123692849	1	13
#FC2200	#FC2200	305.768367296197	443.593579090712	1	13
#FC2200	#FC2200	307.875391876229	446.493649628657	1	13
#FC2200	#FC2200	308.620689655172	450	1	13
#FC2500	#FC2500	308.620689655172	450	1	14
#FC2500	#FC2500	307.875391876229	453.506350371343	1	14
#FC2500	#FC2500	305.768367296197	456.406420909288	1	14
#FC2500	#FC2500	302.663939606681	458.19876307151	1	14
#FC2500	#FC2500	299.098892558038	458.573464615244	1	14
#FC2500	#FC2500	295.689655172414	457.465736239521	1	14
#FC2500	#FC2500	293.025715565733	455.067114243901	1	14
#FC2500	#FC2500	291.567693097122	451.792342162222	1	14
#FC2500	#FC2500	291.567693097122	448.207657837778	1	14
#FC2500	#FC2500	293.025715565733	444.932885756099	1	14
#FC2500	#FC2500	295.689655172414	442.534263760479	1	14
#FC2500	#FC2500	299.098892558038	441.426535384756	1	14
#FC2500	#FC2500	302.663939606681	441.80123692849	1	14
#FC2500	#FC2500	305.768367296197	443.593579090712	1	14
#FC2500	#FC2500	307.875391876229	446.493649628657	1	14
#FC2500	#FC2500	308.620689655172	450	1	14
#FC2800	#FC2800	308.620689655172	450	1	15
#FC2800	#FC2800	307.875391876229	453.506350371343	1	15
#FC2800	#FC2800	305.768367296197	456.406420909288	1	15
#FC2800	#FC2800	302.663939606681	458.19876307151	1	15
#FC2800	#FC2800	299.098892558038	458.573464615244	1	15
#FC2800	#FC2800	295.689655172414	457.465736239521	1	15
#FC2800	#FC2800	293.025715565733	455.067114243901	1	15
#FC2800	#FC2800	291.567693097122	451.792342162222	1	15
#FC2800	#FC2800	291.567693097122	448.207657837778	1	15
#FC2800	#FC2800	293.025715565733	444.932885756099	1	15
#FC2800	#FC2800	295.689655172414	442.534263760479	1	15
#FC2800	#FC2800	299.098892558038	441.426535384756	1	15
#FC2800	#FC2800	302.663939606681	441.80123692849	1	15
#FC2800	#FC2800	305.768367296197	443.593579090712	1	15
#FC2800	#FC2800	307.875391876229	446.493649628657	1	15
#FC2800	#FC2800	308.620689655172	450	1	15
#FB2B00	#FB2B00	308.620689655172	450	1	16
#FB2B00	#FB2B00	307.875391876229	453.506350371343	1	16
#FB2B00	#FB2B00	305.768367296197	456.406420909288	1	16
#FB2B00	#FB2B00	302.663939606681	458.19876307151	1	16
#FB2B00	#FB2B00	299.098892558038	458.573464615244	1	16
#FB2B00	#FB2B00	295.689655172414	457.465736239521	1	16
#FB2B00	#FB2B00	293.025715565733	455.067114243901	1	16
#FB2B00	#FB2B00	291.567693097122	451.792342162222	1	16
#FB2B00	#FB2B00	291.567693097122	448.207657837778	1	16
#FB2B00	#FB2B00	293.025715565733	444.932885756099	1	16
#FB2B00	#FB2B00	295.689655172414	442.534263760479	1	16
#FB2B00	#FB2B00	299.098892558038	441.426535384756	1	16
#FB2B00	#FB2B00	302.663939606681	441.80123692849	1	16
#FB2B00	#FB2B00	305.768367296197	443.593579090712	1	16
#FB2B00	#FB2B00	307.875391876229	446.493649628657	1	16
#FB2B00	#FB2B00	308.620689655172	450	1	16
#FB2E00	#FB2E00	308.620689655172	450	1	17
#FB2E00	#FB2E00	307.875391876229	453.506350371343	1	17
#FB2E00	#FB2E00	305.768367296197	456.406420909288	1	17
#FB2E00	#FB2E00	302.663939606681	458.19876307151	1	17
#FB2E00	#FB2E00	299.098892558038	458.573464615244	1	17
#FB2E00	#FB2E00	295.689655172414	457.465736239521	1	17
#FB2E00	#FB2E00	293.025715565733	455.067114243901	1	17
#FB2E00	#FB2E00	291.567693097122	451.792342162222	1	17
#FB2E00	#FB2E00	291.567693097122	448.207657837778	1	17
#FB2E00	#FB2E00	293.025715565733	444.932885756099	1	17
#FB2E00	#FB2E00	295.689655172414	442.534263760479	1	17
#FB2E00	#FB2E00	299.098892558038	441.426535384756	1	17
#FB2E00	#FB2E00	302.663939606681	441.80123692849	1	17
#FB2E00	#FB2E00	305.768367296197	443.593579090712	1	17
#FB2E00	#FB2E00	307.875391876229	446.493649628657	1	17
#FB2E00	#FB2E00	308.620689655172	450	1	17
#FB3100	#FB3100	308.620689655172	450	1	18
#FB3100	#FB3100	307.875391876229	453.506350371343	1	18
#FB3100	#FB3100	305.768367296197	456.406420909288	1	18
#FB3100	#FB3100	302.663939606681	458.19876307151	1	18
#FB3100	#FB3100	299.098892558038	458.573464615244	1	18
#FB3100	#FB3100	295.689655172414	457.465736239521	1	18
#FB3100	#FB3100	293.025715565733	455.067114243901	1	18
#FB3100	#FB3100	291.567693097122	451.792342162222	1	18
#FB3100	#FB3100	291.567693097122	448.207657837778	1	18
#FB3100	#FB3100	293.025715565733	444.932885756099	1	18
#FB3100	#FB3100	295.689655172414	442.534263760479	1	18
#FB3100	#FB3100	299.098892558038	441.426535384756	1	18
#FB3100	#FB3100	302.663939606681	441.80123692849	1	18
#FB3100	#FB3100	305.768367296197	443.593579090712	1	18
#FB3100	#FB3100	307.875391876229	446.493649628657	1	18
#FB3100	#FB3100	308.620689655172	450	1	18
#FB3400	#FB3400	308.620689655172	450	1	19
#FB3400	#FB3400	307.875391876229	453.506350371343	1	19
#FB3400	#FB3400	305.768367296197	456.406420909288	1	19
#FB3400	#FB3400	302.663939606681	458.19876307151	1	19
#FB3400	#FB3400	299.098892558038	458.573464615244	1	19
#FB3400	#FB3400	295.689655172414	457.465736239521	1	19
#FB3400	#FB3400	293.025715565733	455.067114243901	1	19
#FB3400	#FB3400	291.567693097122	451.792342162222	1	19
#FB3400	#FB3400	291.567693097122	448.207657837778	1	19
#FB3400	#FB3400	293.025715565733	444.932885756099	1	19
#FB3400	#FB3400	295.689655172414	442.534263760479	1	19
#FB3400	#FB3400	299.098892558038	441.426535384756	1	19
#FB3400	#FB3400	302.663939606681	441.80123692849	1	19
#FB3400	#FB3400	305.768367296197	443.593579090712	1	19
#FB3400	#FB3400	307.875391876229	446.493649628657	1	19
#FB3400	#FB3400	308.620689655172	450	1	19
#FB3700	#FB3700	308.620689655172	450	1	20
#FB3700	#FB3700	307.875391876229	453.506350371343	1	20
#FB3700	#FB3700	305.768367296197	456.406420909288	1	20
#FB3700	#FB3700	302.663939606681	458.19876307151	1	20
#FB3700	#FB3700	299.098892558038	458.573464615244	1	20
#FB3700	#FB3700	295.689655172414	457.465736239521	1	20
#FB3700	#FB3700	293.025715565733	455.067114243901	1	20
#FB3700	#FB3700	291.567693097122	451.792342162222	1	20
#FB3700	#FB3700	291.567693097122	448.207657837778	1	20
#FB3700	#FB3700	293.025715565733	444.932885756099	1	20
#FB3700	#FB3700	295.689655172414	442.534263760479	1	20
#FB3700	#FB3700	299.098892558038	441.426535384756	1	20
#FB3700	#FB3700	302.663939606681	441.80123692849	1	20
#FB3700	#FB3700	305.768367296197	443.593579090712	1	20
#FB3700	#FB3700	307.875391876229	446.493649628657	1	20
#FB3700	#FB3700	308.620689655172	450	1	20
#FA3900	#FA3900	308.620689655172	450	1	21
#FA3900	#FA3900	307.875391876229	453.506350371343	1	21
#FA3900	#FA3900	305.768367296197	456.406420909288	1	21
#FA3900	#FA3900	302.663939606681	458.19876307151	1	21
#FA3900	#FA3900	299.098892558038	458.573464615244	1	21
#FA3900	#FA3900	295.689655172414	457.465736239521	1	21
#FA3900	#FA3900	293.025715565733	455.067114243901	1	21
#FA3900	#FA3900	291.567693097122	451.792342162222	1	21
#FA3900	#FA3900	291.567693097122	448.207657837778	1	21
#FA3900	#FA3900	293.025715565733	444.932885756099	1	21
#FA3900	#FA3900	295.689655172414	442.534263760479	1	21
#FA3900	#FA3900	299.098892558038	441.426535384756	1	21
#FA3900	#FA3900	302.663939606681	441.80123692849	1	21
#FA3900	#FA3900	305.768367296197	443.593579090712	1	21
#FA3900	#FA3900	307.875391876229	446.493649628657	1	21
#FA3900	#FA3900	308.620689655172	450	1	21
#FA3C00	#FA3C00	308.620689655172	450	1	22
#FA3C00	#FA3C00	307.875391876229	453.506350371343	1	22
#FA3C00	#FA3C00	305.768367296197	456.406420909288	1	22
#FA3C00	#FA3C00	302.663939606681	458.19876307151	1	22
#FA3C00	#FA3C00	299.098892558038	458.573464615244	1	22
#FA3C00	#FA3C00	295.689655172414	457.465736239521	1	22
#FA3C00	#FA3C00	293.025715565733	455.067114243901	1	22
#FA3C00	#FA3C00	291.567693097122	451.792342162222	1	22
#FA3C00	#FA3C00	291.567693097122	448.207657837778	1	22
#FA3C00	#FA3C00	293.025715565733	444.932885756099	1	22
#FA3C00	#FA3C00	295.689655172414	442.534263760479	1	22
#FA3C00	#FA3C00	299.098892558038	441.426535384756	1	22
#FA3C00	#FA3C00	302.663939606681	441.80123692849	1	22
#FA3C00	#FA3C00	305.768367296197	443.593579090712	1	22
#FA3C00	#FA3C00	307.875391876229	446.493649628657	1	22
#FA3C00	#FA3C00	308.620689655172	450	1	22
#FA3F00	#FA3F00	308.620689655172	450	1	23
#FA3F00	#FA3F00	307.875391876229	453.506350371343	1	23
#FA3F00	#FA3F00	305.768367296197	456.406420909288	1	23
#FA3F00	#FA3F00	302.663939606681	458.19876307151	1	23
#FA3F00	#FA3F00	299.098892558038	458.573464615244	1	23
#FA3F00	#FA3F00	295.689655172414	457.465736239521	1	23
#FA3F00	#FA3F00	293.025715565733	455.067114243901	1	23
#FA3F00	#FA3F00	291.567693097122	451.792342162222	1	23
#FA3F00	#FA3F00	291.567693097122	448.207657837778	1	23
#FA3F00	#FA3F00	293.025715565733	444.932885756099	1	23
#FA3F00	#FA3F00	295.689655172414	442.534263760479	1	23
#FA3F00	#FA3F00	299.098892558038	441.426535384756	1	23
#FA3F00	#FA3F00	302.663939606681	441.80123692849	1	23
#FA3F00	#FA3F00	305.768367296197	443.593579090712	1	23
#FA3F00	#FA3F00	307.875391876229	446.493649628657	1	23
#FA3F00	#FA3F00	308.620689655172	450	1	23
#FA4200	#FA4200	308.620689655172	450	1	24
#FA4200	#FA4200	307.875391876229	453.506350371343	1	24
#FA4200	#FA4200	305.768367296197	456.406420909288	1	24
#FA4200	#FA4200	302.663939606681	458.19876307151	1	24
#FA4200	#FA4200	299.098892558038	458.573464615244	1	24
#FA4200	#FA4200	295.689655172414	457.465736239521	1	24
#FA4200	#FA4200	293.025715565733	455.067114243901	1	24
#FA4200	#FA4200	291.567693097122	451.792342162222	1	24
#FA4200	#FA4200	291.567693097122	448.207657837778	1	24
#FA4200	#FA4200	293.025715565733	444.932885756099	1	24
#FA4200	#FA4200	295.689655172414	442.534263760479	1	24
#FA4200	#FA4200	299.098892558038	441.426535384756	1	24
#FA4200	#FA4200	302.663939606681	441.80123692849	1	24
#FA4200	#FA4200	305.768367296197	443.593579090712	1	24
#FA4200	#FA4200	307.875391876229	446.493649628657	1	24
#FA4200	#FA4200	308.620689655172	450	1	24
#FA4500	#FA4500	308.620689655172	450	1	25
#FA4500	#FA4500	307.875391876229	453.506350371343	1	25
#FA4500	#FA4500	305.768367296197	456.406420909288	1	25
#FA4500	#FA4500	302.663939606681	458.19876307151	1	25
#FA4500	#FA4500	299.098892558038	458.573464615244	1	25
#FA4500	#FA4500	295.689655172414	457.465736239521	1	25
#FA4500	#FA4500	293.025715565733	455.067114243901	1	25
#FA4500	#FA4500	291.567693097122	451.792342162222	1	25
#FA4500	#FA4500	291.567693097122	448.207657837778	1	25
#FA4500	#FA4500	293.025715565733	444.932885756099	1	25
#FA4500	#FA4500	295.689655172414	442.534263760479	1	25
#FA4500	#FA4500	299.098892558038	441.426535384756	1	25
#FA4500	#FA4500	302.663939606681	441.80123692849	1	25
#FA4500	#FA4500	305.768367296197	443.593579090712	1	25
#FA4500	#FA4500	307.875391876229	446.493649628657	1	25
#FA4500	#FA4500	308.620689655172	450	1	25
#F94800	#F94800	308.620689655172	450	1	26
#F94800	#F94800	307.875391876229	453.506350371343	1	26
#F94800	#F94800	305.768367296197	456.406420909288	1	26
#F94800	#F94800	302.663939606681	458.19876307151	1	26
#F94800	#F94800	299.098892558038	458.573464615244	1	26
#F94800	#F94800	295.689655172414	457.465736239521	1	26
#F94800	#F94800	293.025715565733	455.067114243901	1	26
#F94800	#F94800	291.567693097122	451.792342162222	1	26
#F94800	#F94800	291.567693097122	448.207657837778	1	26
#F94800	#F94800	293.025715565733	444.932885756099	1	26
#F94800	#F94800	295.689655172414	442.534263760479	1	26
#F94800	#F94800	299.098892558038	441.426535384756	1	26
#F94800	#F94800	302.663939606681	441.80123692849	1	26
#F94800	#F94800	305.768367296197	443.593579090712	1	26
#F94800	#F94800	307.875391876229	446.493649628657	1	26
#F94800	#F94800	308.620689655172	450	1	26
#F94B00	#F94B00	308.620689655172	450	1	27
#F94B00	#F94B00	307.875391876229	453.506350371343	1	27
#F94B00	#F94B00	305.768367296197	456.406420909288	1	27
#F94B00	#F94B00	302.663939606681	458.19876307151	1	27
#F94B00	#F94B00	299.098892558038	458.573464615244	1	27
#F94B00	#F94B00	295.689655172414	457.465736239521	1	27
#F94B00	#F94B00	293.025715565733	455.067114243901	1	27
#F94B00	#F94B00	291.567693097122	451.792342162222	1	27
#F94B00	#F94B00	291.567693097122	448.207657837778	1	27
#F94B00	#F94B00	293.025715565733	444.932885756099	1	27
#F94B00	#F94B00	295.689655172414	442.534263760479	1	27
#F94B00	#F94B00	299.098892558038	441.426535384756	1	27
#F94B00	#F94B00	302.663939606681	441.80123692849	1	27
#F94B00	#F94B00	305.768367296197	443.593579090712	1	27
#F94B00	#F94B00	307.875391876229	446.493649628657	1	27
#F94B00	#F94B00	308.620689655172	450	1	27
#F94E00	#F94E00	308.620689655172	450	1	28
#F94E00	#F94E00	307.875391876229	453.506350371343	1	28
#F94E00	#F94E00	305.768367296197	456.406420909288	1	28
#F94E00	#F94E00	302.663939606681	458.19876307151	1	28
#F94E00	#F94E00	299.098892558038	458.573464615244	1	28
#F94E00	#F94E00	295.689655172414	457.465736239521	1	28
#F94E00	#F94E00	293.025715565733	455.067114243901	1	28
#F94E00	#F94E00	291.567693097122	451.792342162222	1	28
#F94E00	#F94E00	291.567693097122	448.207657837778	1	28
#F94E00	#F94E00	293.025715565733	444.932885756099	1	28
#F94E00	#F94E00	295.689655172414	442.534263760479	1	28
#F94E00	#F94E00	299.098892558038	441.426535384756	1	28
#F94E00	#F94E00	302.663939606681	441.80123692849	1	28
#F94E00	#F94E00	305.768367296197	443.593579090712	1	28
#F94E00	#F94E00	307.875391876229	446.493649628657	1	28
#F94E00	#F94E00	308.620689655172	450	1	28
#F95100	#F95100	308.620689655172	450	1	29
#F95100	#F95100	307.875391876229	453.506350371343	1	29
#F95100	#F95100	305.768367296197	456.406420909288	1	29
#F95100	#F95100	302.663939606681	458.19876307151	1	29
#F95100	#F95100	299.098892558038	458.573464615244	1	29
#F95100	#F95100	295.689655172414	457.465736239521	1	29
#F95100	#F95100	293.025715565733	455.067114243901	1	29
#F95100	#F95100	291.567693097122	451.792342162222	1	29
#F95100	#F95100	291.567693097122	448.207657837778	1	29
#F95100	#F95100	293.025715565733	444.932885756099	1	29
#F95100	#F95100	295.689655172414	442.534263760479	1	29
#F95100	#F95100	299.098892558038	441.426535384756	1	29
#F95100	#F95100	302.663939606681	441.80123692849	1	29
#F95100	#F95100	305.768367296197	443.593579090712	1	29
#F95100	#F95100	307.875391876229	446.493649628657	1	29
#F95100	#F95100	308.620689655172	450	1	29
#F95300	#F95300	308.620689655172	450	1	30
#F95300	#F95300	307.875391876229	453.506350371343	1	30
#F95300	#F95300	305.768367296197	456.406420909288	1	30
#F95300	#F95300	302.663939606681	458.19876307151	1	30
#F95300	#F95300	299.098892558038	458.573464615244	1	30
#F95300	#F95300	295.689655172414	457.465736239521	1	30
#F95300	#F95300	293.025715565733	455.067114243901	1	30
