x	y	label	group
31.0344827586207	-25	1	-1
72.4137931034483	-25	2	-1
113.793103448276	-25	3	-1
155.172413793103	-25	4	-1
196.551724137931	-25	5	-1
237.931034482759	-25	6	-1
279.310344827586	-25	7	-1
320.689655172414	-25	8	-1
362.068965517241	-25	9	-1
403.448275862069	-25	10	-1
444.827586206897	-25	11	-1
486.206896551724	-25	12	-1
527.586206896552	-25	13	-1
568.965517241379	-25	14	-1
