colour	fill	x	y	group
#000000	#FFFFFF	271.551724137931	170.833333333333	31
#000000	#FFFFFF	271.551724137931	237.5	32
#000000	#FFFFFF	279.310344827586	262.5	32
#000000	#FFFFFF	287.068965517241	237.5	32
#000000	#FFFFFF	271.551724137931	237.5	32
#000000	#FFFFFF	271.551724137931	304.166666666667	26
#000000	#FFFFFF	279.310344827586	329.166666666667	26
#000000	#FFFFFF	287.068965517241	304.166666666667	26
#000000	#FFFFFF	271.551724137931	304.166666666667	26
#000000	#FFFFFF	271.551724137931	370.833333333333	27
#000000	#FFFFFF	279.310344827586	395.833333333333	27
#000000	#FFFFFF	287.068965517241	370.833333333333	27
#000000	#FFFFFF	271.551724137931	370.833333333333	27
#000000	#FFFFFF	271.551724137931	437.5	28
#000000	#FFFFFF	279.310344827586	462.5	28
#000000	#FFFFFF	287.068965517241	437.5	28
#000000	#FFFFFF	271.551724137931	437.5	28
#000000	#FFFFFF	292.241379310345	4.16666666666667	33
#000000	#FFFFFF	300	29.1666666666667	33
#000000	#FFFFFF	307.758620689655	4.16666666666667	33
#000000	#FFFFFF	292.241379310345	4.16666666666667	33
#000000	#FFFFFF	292.241379310345	70.8333333333333	37
#000000	#FFFFFF	300	95.8333333333333	37
#000000	#FFFFFF	307.758620689655	70.8333333333333	37
#000000	#FFFFFF	292.241379310345	70.8333333333333	37
#000000	#FFFFFF	292.241379310345	137.5	38
#000000	#FFFFFF	300	162.5	38
#000000	#FFFFFF	307.758620689655	137.5	38
#000000	#FFFFFF	292.241379310345	137.5	38
#000000	#FFFFFF	292.241379310345	204.166666666667	39
#000000	#FFFFFF	300	229.166666666667	39
#000000	#FFFFFF	307.758620689655	204.166666666667	39
#000000	#FFFFFF	292.241379310345	204.166666666667	39
#000000	#FFFFFF	292.241379310345	270.833333333333	40
#000000	#FFFFFF	300	295.833333333333	40
#000000	#FFFFFF	307.758620689655	270.833333333333	40
#000000	#FFFFFF	292.241379310345	270.833333333333	40
#000000	#FFFFFF	292.241379310345	337.5	34
#000000	#FFFFFF	300	362.5	34
#000000	#FFFFFF	307.758620689655	337.5	34
#000000	#FFFFFF	292.241379310345	337.5	34
#000000	#FFFFFF	292.241379310345	404.166666666667	35
#000000	#FFFFFF	300	429.166666666667	35
#000000	#FFFFFF	307.758620689655	404.166666666667	35
#000000	#FFFFFF	292.241379310345	404.166666666667	35
#000000	#FFFFFF	292.241379310345	470.833333333333	36
#000000	#FFFFFF	300	495.833333333333	36
#000000	#FFFFFF	307.758620689655	470.833333333333	36
#000000	#FFFFFF	292.241379310345	470.833333333333	36
#000000	#FFFFFF	312.931034482759	37.5	44
#000000	#FFFFFF	320.689655172414	62.5	44
#000000	#FFFFFF	328.448275862069	37.5	44
#000000	#FFFFFF	312.931034482759	37.5	44
#000000	#FFFFFF	312.931034482759	104.166666666667	45
#000000	#FFFFFF	320.689655172414	129.166666666667	45
#000000	#FFFFFF	328.448275862069	104.166666666667	45
#000000	#FFFFFF	312.931034482759	104.166666666667	45
#000000	#FFFFFF	312.931034482759	170.833333333333	46
#000000	#FFFFFF	320.689655172414	195.833333333333	46
#000000	#FFFFFF	328.448275862069	170.833333333333	46
#000000	#FFFFFF	312.931034482759	170.833333333333	46
#000000	#FFFFFF	312.931034482759	237.5	47
#000000	#FFFFFF	320.689655172414	262.5	47
#000000	#FFFFFF	328.448275862069	237.5	47
#000000	#FFFFFF	312.931034482759	237.5	47
#000000	#FFFFFF	312.931034482759	304.166666666667	41
#000000	#FFFFFF	320.689655172414	329.166666666667	41
#000000	#FFFFFF	328.448275862069	304.166666666667	41
#000000	#FFFFFF	312.931034482759	304.166666666667	41
#000000	#FFFFFF	312.931034482759	370.833333333333	42
#000000	#FFFFFF	320.689655172414	395.833333333333	42
#000000	#FFFFFF	328.448275862069	370.833333333333	42
#000000	#FFFFFF	312.931034482759	370.833333333333	42
#000000	#FFFFFF	312.931034482759	437.5	43
#000000	#FFFFFF	320.689655172414	462.5	43
#000000	#FFFFFF	328.448275862069	437.5	43
#000000	#FFFFFF	312.931034482759	437.5	43
#000000	#FFFFFF	333.620689655172	4.16666666666667	48
#000000	#FFFFFF	341.379310344828	29.1666666666667	48
#000000	#FFFFFF	349.137931034483	4.16666666666667	48
#000000	#FFFFFF	333.620689655172	4.16666666666667	48
#000000	#FFFFFF	333.620689655172	70.8333333333333	51
#000000	#FFFFFF	341.379310344828	95.8333333333333	51
#000000	#FFFFFF	349.137931034483	70.8333333333333	51
#000000	#FFFFFF	333.620689655172	70.8333333333333	51
#000000	#FFFFFF	333.620689655172	137.5	52
#000000	#FFFFFF	341.379310344828	162.5	52
#000000	#FFFFFF	349.137931034483	137.5	52
#000000	#FFFFFF	333.620689655172	137.5	52
#000000	#FFFFFF	333.620689655172	204.166666666667	53
#000000	#FFFFFF	341.379310344828	229.166666666667	53
#000000	#FFFFFF	349.137931034483	204.166666666667	53
#000000	#FFFFFF	333.620689655172	204.166666666667	53
#000000	#FFFFFF	333.620689655172	270.833333333333	54
#000000	#FFFFFF	341.379310344828	295.833333333333	54
#000000	#FFFFFF	349.137931034483	270.833333333333	54
#000000	#FFFFFF	333.620689655172	270.833333333333	54
#000000	#FFFFFF	333.620689655172	337.5	49
#000000	#FFFFFF	341.379310344828	362.5	49
#000000	#FFFFFF	349.137931034483	337.5	49
#000000	#FFFFFF	333.620689655172	337.5	49
#000000	#FFFFFF	333.620689655172	404.166666666667	50
#000000	#FFFFFF	341.379310344828	429.166666666667	50
#000000	#FFFFFF	349.137931034483	404.166666666667	50
#000000	#FFFFFF	333.620689655172	404.166666666667	50
#000000	#FFFFFF	354.310344827586	37.5	57
#000000	#FFFFFF	362.068965517241	62.5	57
#000000	#FFFFFF	369.827586206897	37.5	57
#000000	#FFFFFF	354.310344827586	37.5	57
#000000	#FFFFFF	354.310344827586	104.166666666667	58
#000000	#FFFFFF	362.068965517241	129.166666666667	58
#000000	#FFFFFF	369.827586206897	104.166666666667	58
#000000	#FFFFFF	354.310344827586	104.166666666667	58
#000000	#FFFFFF	354.310344827586	170.833333333333	59
#000000	#FFFFFF	362.068965517241	195.833333333333	59
#000000	#FFFFFF	369.827586206897	170.833333333333	59
#000000	#FFFFFF	354.310344827586	170.833333333333	59
#000000	#FFFFFF	354.310344827586	237.5	60
#000000	#FFFFFF	362.068965517241	262.5	60
#000000	#FFFFFF	369.827586206897	237.5	60
#000000	#FFFFFF	354.310344827586	237.5	60
#000000	#FFFFFF	354.310344827586	304.166666666667	55
#000000	#FFFFFF	362.068965517241	329.166666666667	55
#000000	#FFFFFF	369.827586206897	304.166666666667	55
#000000	#FFFFFF	354.310344827586	304.166666666667	55
#000000	#FFFFFF	354.310344827586	370.833333333333	56
#000000	#FFFFFF	362.068965517241	395.833333333333	56
#000000	#FFFFFF	369.827586206897	370.833333333333	56
#000000	#FFFFFF	354.310344827586	370.833333333333	56
#000000	#FFFFFF	375	4.16666666666667	61
#000000	#FFFFFF	382.758620689655	29.1666666666667	61
#000000	#FFFFFF	390.51724137931	4.16666666666667	61
#000000	#FFFFFF	375	4.16666666666667	61
#000000	#FFFFFF	375	70.8333333333333	63
#000000	#FFFFFF	382.758620689655	95.8333333333333	63
#000000	#FFFFFF	390.51724137931	70.8333333333333	63
#000000	#FFFFFF	375	70.8333333333333	63
#000000	#FFFFFF	375	137.5	64
#000000	#FFFFFF	382.758620689655	162.5	64
#000000	#FFFFFF	390.51724137931	137.5	64
#000000	#FFFFFF	375	137.5	64
#000000	#FFFFFF	375	204.166666666667	65
#000000	#FFFFFF	382.758620689655	229.166666666667	65
#000000	#FFFFFF	390.51724137931	204.166666666667	65
#000000	#FFFFFF	375	204.166666666667	65
#000000	#FFFFFF	375	270.833333333333	66
#000000	#FFFFFF	382.758620689655	295.833333333333	66
#000000	#FFFFFF	390.51724137931	270.833333333333	66
#000000	#FFFFFF	375	270.833333333333	66
#000000	#FFFFFF	375	337.5	62
#000000	#FFFFFF	382.758620689655	362.5	62
#000000	#FFFFFF	390.51724137931	337.5	62
#000000	#FFFFFF	375	337.5	62
#000000	#FFFFFF	395.689655172414	37.5	68
#000000	#FFFFFF	403.448275862069	62.5	68
#000000	#FFFFFF	411.206896551724	37.5	68
#000000	#FFFFFF	395.689655172414	37.5	68
#000000	#FFFFFF	395.689655172414	104.166666666667	69
#000000	#FFFFFF	403.448275862069	129.166666666667	69
#000000	#FFFFFF	411.206896551724	104.166666666667	69
#000000	#FFFFFF	395.689655172414	104.166666666667	69
#000000	#FFFFFF	395.689655172414	170.833333333333	70
#000000	#FFFFFF	403.448275862069	195.833333333333	70
#000000	#FFFFFF	411.206896551724	170.833333333333	70
#000000	#FFFFFF	395.689655172414	170.833333333333	70
#000000	#FFFFFF	395.689655172414	237.5	71
#000000	#FFFFFF	403.448275862069	262.5	71
#000000	#FFFFFF	411.206896551724	237.5	71
#000000	#FFFFFF	395.689655172414	237.5	71
#000000	#FFFFFF	395.689655172414	304.166666666667	67
#000000	#FFFFFF	403.448275862069	329.166666666667	67
#000000	#FFFFFF	411.206896551724	304.166666666667	67
#000000	#FFFFFF	395.689655172414	304.166666666667	67
#000000	#FFFFFF	416.379310344828	4.16666666666667	72
#000000	#FFFFFF	424.137931034483	29.1666666666667	72
#000000	#FFFFFF	431.896551724138	4.16666666666667	72
#000000	#FFFFFF	416.379310344828	4.16666666666667	72
#000000	#FFFFFF	416.379310344828	70.8333333333333	73
#000000	#FFFFFF	424.137931034483	95.8333333333333	73
#000000	#FFFFFF	431.896551724138	70.8333333333333	73
#000000	#FFFFFF	416.379310344828	70.8333333333333	73
#000000	#FFFFFF	416.379310344828	137.5	74
#000000	#FFFFFF	424.137931034483	162.5	74
#000000	#FFFFFF	431.896551724138	137.5	74
#000000	#FFFFFF	416.379310344828	137.5	74
#000000	#FFFFFF	416.379310344828	204.166666666667	75
#000000	#FFFFFF	424.137931034483	229.166666666667	75
#000000	#FFFFFF	431.896551724138	204.166666666667	75
#000000	#FFFFFF	416.379310344828	204.166666666667	75
#000000	#FFFFFF	416.379310344828	270.833333333333	76
#000000	#FFFFFF	424.137931034483	295.833333333333	76
#000000	#FFFFFF	431.896551724138	270.833333333333	76
#000000	#FFFFFF	416.379310344828	270.833333333333	76
#000000	#FFFFFF	437.068965517241	37.5	78
#000000	#FFFFFF	444.827586206897	62.5	78
#000000	#FFFFFF	452.586206896552	37.5	78
#000000	#FFFFFF	437.068965517241	37.5	78
#000000	#FFFFFF	437.068965517241	104.166666666667	79
#000000	#FFFFFF	444.827586206897	129.166666666667	79
#000000	#FFFFFF	452.586206896552	104.166666666667	79
#000000	#FFFFFF	437.068965517241	104.166666666667	79
#000000	#FFFFFF	437.068965517241	170.833333333333	80
#000000	#FFFFFF	444.827586206897	195.833333333333	80
#000000	#FFFFFF	452.586206896552	170.833333333333	80
#000000	#FFFFFF	437.068965517241	170.833333333333	80
#000000	#FFFFFF	437.068965517241	237.5	81
#000000	#FFFFFF	444.827586206897	262.5	81
#000000	#FFFFFF	452.586206896552	237.5	81
#000000	#FFFFFF	437.068965517241	237.5	81
#000000	#FFFFFF	457.758620689655	4.16666666666667	82
#000000	#FFFFFF	465.51724137931	29.1666666666667	82
#000000	#FFFFFF	473.275862068966	4.16666666666667	82
#000000	#FFFFFF	457.758620689655	4.16666666666667	82
#000000	#FFFFFF	457.758620689655	70.8333333333333	83
#000000	#FFFFFF	465.51724137931	95.8333333333333	83
#000000	#FFFFFF	473.275862068966	70.8333333333333	83
#000000	#FFFFFF	457.758620689655	70.8333333333333	83
#000000	#FFFFFF	457.758620689655	137.5	84
#000000	#FFFFFF	465.51724137931	162.5	84
#000000	#FFFFFF	473.275862068966	137.5	84
#000000	#FFFFFF	457.758620689655	137.5	84
#000000	#FFFFFF	457.758620689655	204.166666666667	85
#000000	#FFFFFF	465.51724137931	229.166666666667	85
#000000	#FFFFFF	473.275862068966	204.166666666667	85
#000000	#FFFFFF	457.758620689655	204.166666666667	85
#000000	#FFFFFF	478.448275862069	37.5	86
#000000	#FFFFFF	486.206896551724	62.5	86
#000000	#FFFFFF	493.965517241379	37.5	86
#000000	#FFFFFF	478.448275862069	37.5	86
#000000	#FFFFFF	478.448275862069	104.166666666667	87
#000000	#FFFFFF	486.206896551724	129.166666666667	87
#000000	#FFFFFF	493.965517241379	104.166666666667	87
#000000	#FFFFFF	478.448275862069	104.166666666667	87
#000000	#FFFFFF	478.448275862069	170.833333333333	88
#000000	#FFFFFF	486.206896551724	195.833333333333	88
#000000	#FFFFFF	493.965517241379	170.833333333333	88
#000000	#FFFFFF	478.448275862069	170.833333333333	88
#000000	#FFFFFF	499.137931034483	4.16666666666667	89
#000000	#FFFFFF	506.896551724138	29.1666666666667	89
#000000	#FFFFFF	514.655172413793	4.16666666666667	89
#000000	#FFFFFF	499.137931034483	4.16666666666667	89
#000000	#FFFFFF	499.137931034483	70.8333333333333	90
#000000	#FFFFFF	506.896551724138	95.8333333333333	90
#000000	#FFFFFF	514.655172413793	70.8333333333333	90
#000000	#FFFFFF	499.137931034483	70.8333333333333	90
#000000	#FFFFFF	499.137931034483	137.5	91
#000000	#FFFFFF	506.896551724138	162.5	91
#000000	#FFFFFF	514.655172413793	137.5	91
#000000	#FFFFFF	499.137931034483	137.5	91
#000000	#FFFFFF	519.827586206897	37.5	92
#000000	#FFFFFF	527.586206896552	62.5	92
#000000	#FFFFFF	535.344827586207	37.5	92
#000000	#FFFFFF	519.827586206897	37.5	92
#000000	#FFFFFF	519.827586206897	104.166666666667	93
#000000	#FFFFFF	527.586206896552	129.166666666667	93
#000000	#FFFFFF	535.344827586207	104.166666666667	93
#000000	#FFFFFF	519.827586206897	104.166666666667	93
#000000	#FFFFFF	540.51724137931	4.16666666666667	94
#000000	#FFFFFF	548.275862068965	29.1666666666667	94
#000000	#FFFFFF	556.034482758621	4.16666666666667	94
#000000	#FFFFFF	540.51724137931	4.16666666666667	94
#000000	#FFFFFF	540.51724137931	70.8333333333333	95
#000000	#FFFFFF	548.275862068965	95.8333333333333	95
#000000	#FFFFFF	556.034482758621	70.8333333333333	95
#000000	#FFFFFF	540.51724137931	70.8333333333333	95
#000000	#FFFFFF	561.206896551724	37.5	96
#000000	#FFFFFF	568.965517241379	62.5	96
#000000	#FFFFFF	576.724137931035	37.5	96
#000000	#FFFFFF	561.206896551724	37.5	96
#000000	#FFFFFF	581.896551724138	4.16666666666667	97
#000000	#FFFFFF	589.655172413793	29.1666666666667	97
#000000	#FFFFFF	597.413793103448	4.16666666666667	97
#000000	#FFFFFF	581.896551724138	4.16666666666667	97
